Ticket,OpenTime,Type,Lots,OpenPrice,ClosePrice,Commission,Swap,Profit,Comment,Balance
100001,2013-05-23 10:00:00,Buy,0.0,101.54,101.235,0.0,0.0,-100.0,Inside Bar Strategy,9900.0
100002,2013-05-24 06:00:00,Buy,0.01,102.359,102.228,0.0,0.0,-99.0,Inside Bar Strategy,9801.0
100003,2013-05-27 02:00:00,Buy,0.01,102.208,102.074,0.0,0.0,-98.01,Inside Bar Strategy,9702.99
100004,2013-05-27 15:00:00,Buy,0.01,102.49,102.778,0.0,0.0,194.06,Inside Bar Strategy,9897.05
100005,2013-05-28 13:00:00,Buy,0.0,104.257,103.976,0.0,0.0,-98.97,Inside Bar Strategy,9798.08
100006,2013-05-29 09:00:00,Buy,0.0,103.957,103.688,0.0,0.0,-97.98,Inside Bar Strategy,9700.1
100007,2013-05-29 13:00:00,Buy,0.0,104.008,103.727,0.0,0.0,-97.0,Inside Bar Strategy,9603.1
100008,2013-05-29 15:00:00,Sell,0.0,103.838,103.016,0.0,0.0,192.06,Inside Bar Strategy,9795.16
100009,2013-05-29 18:00:00,Sell,0.0,102.636,102.048,0.0,0.0,195.9,Inside Bar Strategy,9991.06
100010,2013-05-30 15:00:00,Buy,0.0,101.479,102.257,0.0,0.0,199.82,Inside Bar Strategy,10190.88
100011,2013-05-30 21:00:00,Buy,0.01,102.19,102.071,0.0,0.0,-101.91,Inside Bar Strategy,10088.98
100012,2013-05-31 04:00:00,Buy,0.01,102.28,102.182,0.0,0.0,-100.89,Inside Bar Strategy,9988.09
100013,2013-05-31 15:00:00,Sell,0.0,101.227,100.563,0.0,0.0,199.76,Inside Bar Strategy,10187.85
100014,2013-06-03 21:00:00,Buy,0.01,102.099,102.007,0.0,0.0,-101.88,Inside Bar Strategy,10085.97
100015,2013-06-04 10:00:00,Buy,0.0,101.869,101.665,0.0,0.0,-100.86,Inside Bar Strategy,9985.11
100016,2013-06-05 10:00:00,Sell,0.0,103.474,103.7,0.0,0.0,-99.85,Inside Bar Strategy,9885.26
100017,2013-06-05 17:00:00,Buy,0.0,103.82,103.516,0.0,0.0,-98.85,Inside Bar Strategy,9786.41
100018,2013-06-05 20:00:00,Sell,0.01,102.825,102.955,0.0,0.0,-97.86,Inside Bar Strategy,9688.54
100019,2013-06-06 06:00:00,Sell,0.01,103.062,103.179,0.0,0.0,-96.89,Inside Bar Strategy,9591.66
100020,2013-06-06 17:00:00,Buy,0.0,103.818,103.5,0.0,0.0,-95.92,Inside Bar Strategy,9495.74
100021,2013-06-07 01:00:00,Buy,0.01,103.639,103.929,0.0,0.0,189.91,Inside Bar Strategy,9685.65
100022,2013-06-07 10:00:00,Buy,0.01,104.099,103.937,0.0,0.0,-96.86,Inside Bar Strategy,9588.8
