Ticket,OpenTime,Type,Lots,OpenPrice,ClosePrice,Commission,Swap,Profit,Comment,Balance
100001,2009-11-06 17:00:00,Buy,0.0,89.935,89.72,0.0,0.0,-100.0,Inside Bar Strategy,9900.0
100002,2009-11-09 06:00:00,Sell,0.01,90.05,90.18,0.0,0.0,-99.0,Inside Bar Strategy,9801.0
100003,2009-11-09 09:00:00,Sell,0.01,90.065,89.855,0.0,0.0,196.02,Inside Bar Strategy,9997.02
100004,2009-11-09 12:00:00,Buy,0.01,89.93,89.85,0.0,0.0,-99.97,Inside Bar Strategy,9897.05
100005,2009-11-09 16:00:00,Buy,0.01,89.87,89.75,0.0,0.0,-98.97,Inside Bar Strategy,9798.08
100006,2009-11-10 07:00:00,Buy,0.01,89.87,89.755,0.0,0.0,-97.98,Inside Bar Strategy,9700.1
100007,2009-11-10 12:00:00,Sell,0.01,90.01,89.7,0.0,0.0,194.0,Inside Bar Strategy,9894.1
100008,2009-11-11 02:00:00,Buy,0.01,89.605,89.485,0.0,0.0,-98.94,Inside Bar Strategy,9795.16
100009,2009-11-11 10:00:00,Buy,0.01,89.96,89.795,0.0,0.0,-97.95,Inside Bar Strategy,9697.21
100010,2009-11-11 18:00:00,Sell,0.01,89.825,89.92,0.0,0.0,-96.97,Inside Bar Strategy,9600.24
100011,2009-11-12 04:00:00,Sell,0.01,89.74,89.86,0.0,0.0,-96.0,Inside Bar Strategy,9504.23
100012,2009-11-12 18:00:00,Buy,0.01,90.46,90.365,0.0,0.0,-95.04,Inside Bar Strategy,9409.19
100013,2009-11-13 02:00:00,Sell,0.01,90.225,90.32,0.0,0.0,-94.09,Inside Bar Strategy,9315.1
100014,2009-11-13 08:00:00,Sell,0.01,90.265,90.035,0.0,0.0,186.3,Inside Bar Strategy,9501.4
100015,2009-11-13 12:00:00,Sell,0.01,89.755,89.86,0.0,0.0,-95.01,Inside Bar Strategy,9406.39
100016,2009-11-13 16:00:00,Sell,0.01,89.59,89.35,0.0,0.0,188.13,Inside Bar Strategy,9594.51
