Ticket,OpenTime,Type,Lots,OpenPrice,ClosePrice,Commission,Swap,Profit,Comment,Balance
100001,2009-03-04 08:00:00,Buy,0.0,914.69,909.677,0.0,0.0,-100.0,Inside Bar Strategy,9900.0
100002,2009-03-05 00:00:00,Buy,0.0,909.401,919.321,0.0,0.0,198.0,Inside Bar Strategy,10098.0
100003,2009-03-06 04:00:00,Buy,0.0,935.469,929.907,0.0,0.0,-100.98,Inside Bar Strategy,9997.02
100004,2009-03-10 00:00:00,Sell,0.0,918.812,911.738,0.0,0.0,199.94,Inside Bar Strategy,10196.96
100005,2009-03-11 00:00:00,Sell,0.0,894.068,897.761,0.0,0.0,-101.97,Inside Bar Strategy,10094.99
100006,2009-03-12 00:00:00,Buy,0.0,909.465,918.487,0.0,0.0,201.9,Inside Bar Strategy,10296.89
100007,2009-03-12 20:00:00,Buy,0.0,926.566,919.506,0.0,0.0,-102.97,Inside Bar Strategy,10193.92
100008,2009-03-15 20:00:00,Sell,0.0,927.197,923.253,0.0,0.0,203.88,Inside Bar Strategy,10397.8
100009,2009-03-16 20:00:00,Buy,0.0,924.146,919.079,0.0,0.0,-103.98,Inside Bar Strategy,10293.82
100010,2009-03-17 20:00:00,Buy,0.0,918.346,912.973,0.0,0.0,-102.94,Inside Bar Strategy,10190.88
100011,2009-03-18 12:00:00,Buy,0.0,912.126,908.822,0.0,0.0,-101.91,Inside Bar Strategy,10088.98
100012,2009-03-19 00:00:00,Sell,0.0,933.606,945.239,0.0,0.0,-100.89,Inside Bar Strategy,9988.09
100013,2009-03-20 04:00:00,Buy,0.0,955.708,949.94,0.0,0.0,-99.88,Inside Bar Strategy,9888.2
100014,2009-03-23 12:00:00,Sell,0.0,949.259,935.275,0.0,0.0,197.76,Inside Bar Strategy,10085.97
100015,2009-03-24 00:00:00,Buy,0.0,942.19,935.314,0.0,0.0,-100.86,Inside Bar Strategy,9985.11
100016,2009-03-25 04:00:00,Sell,0.0,927.247,921.241,0.0,0.0,199.7,Inside Bar Strategy,10184.81
100017,2009-03-26 00:00:00,Sell,0.0,931.669,936.916,0.0,0.0,-101.85,Inside Bar Strategy,10082.96
100018,2009-03-29 20:00:00,Buy,0.0,924.305,921.792,0.0,0.0,-100.83,Inside Bar Strategy,9982.13
100019,2009-03-31 00:00:00,Sell,0.0,914.277,919.215,0.0,0.0,-99.82,Inside Bar Strategy,9882.31
100020,2009-03-31 20:00:00,Sell,0.0,916.733,922.979,0.0,0.0,-98.82,Inside Bar Strategy,9783.49
100021,2009-04-01 20:00:00,Buy,0.0,926.616,921.134,0.0,0.0,-97.83,Inside Bar Strategy,9685.65
100022,2009-04-03 00:00:00,Buy,0.0,907.433,901.58,0.0,0.0,-96.86,Inside Bar Strategy,9588.8
100023,2009-04-05 20:00:00,Buy,0.0,892.79,890.341,0.0,0.0,-95.89,Inside Bar Strategy,9492.91
100024,2009-04-06 08:00:00,Buy,0.0,880.491,874.803,0.0,0.0,-94.93,Inside Bar Strategy,9397.98
100025,2009-04-07 00:00:00,Buy,0.0,873.061,884.015,0.0,0.0,187.96,Inside Bar Strategy,9585.94
100026,2009-04-12 20:00:00,Buy,0.0,880.567,880.281,0.0,0.0,-95.86,Inside Bar Strategy,9490.08
100027,2009-04-14 00:00:00,Buy,0.0,895.776,891.46,0.0,0.0,-94.9,Inside Bar Strategy,9395.18
100028,2009-04-15 00:00:00,Buy,0.0,890.096,887.049,0.0,0.0,-93.95,Inside Bar Strategy,9301.23
100029,2009-04-15 20:00:00,Sell,0.0,889.693,892.796,0.0,0.0,-93.01,Inside Bar Strategy,9208.22
100030,2009-04-17 00:00:00,Sell,0.0,873.101,866.797,0.0,0.0,184.16,Inside Bar Strategy,9392.38
100031,2009-04-17 20:00:00,Buy,0.0,867.716,864.708,0.0,0.0,-93.92,Inside Bar Strategy,9298.46
100032,2009-04-21 00:00:00,Buy,0.0,886.037,882.035,0.0,0.0,-92.98,Inside Bar Strategy,9205.47
100033,2009-04-22 00:00:00,Buy,0.0,883.449,881.316,0.0,0.0,-92.05,Inside Bar Strategy,9113.42
100034,2009-04-23 00:00:00,Buy,0.0,891.938,899.144,0.0,0.0,182.27,Inside Bar Strategy,9295.69
100035,2009-04-24 00:00:00,Buy,0.0,905.459,913.051,0.0,0.0,185.91,Inside Bar Strategy,9481.6
100036,2009-04-26 20:00:00,Buy,0.0,912.611,911.332,0.0,0.0,-94.82,Inside Bar Strategy,9386.78
100037,2009-04-27 20:00:00,Sell,0.0,904.793,893.477,0.0,0.0,187.74,Inside Bar Strategy,9574.52
100038,2009-04-28 20:00:00,Sell,0.0,889.498,894.09,0.0,0.0,-95.75,Inside Bar Strategy,9478.77
100039,2009-04-30 00:00:00,Sell,0.0,893.683,898.839,0.0,0.0,-94.79,Inside Bar Strategy,9383.99
100040,2009-05-01 00:00:00,Sell,0.0,885.089,888.523,0.0,0.0,-93.84,Inside Bar Strategy,9290.15
100041,2009-05-03 20:00:00,Buy,0.0,885.827,884.028,0.0,0.0,-92.9,Inside Bar Strategy,9197.24
100042,2009-05-05 00:00:00,Buy,0.0,903.673,913.157,0.0,0.0,183.94,Inside Bar Strategy,9381.19
