Profit,Date
-101.7919644051369,2017-11-17 00:00:00
251.93511190271383,2017-11-20 00:00:00
-103.29339588011268,2017-11-22 12:00:00
-102.26046192131155,2017-11-23 00:00:00
253.09464325524465,2017-11-28 00:00:00
259.4220093366293,2017-12-04 00:00:00
265.90755957004194,2017-12-06 00:00:00
272.555248559294,2017-12-11 00:00:00
-111.74765190931053,2017-12-27 00:00:00
-110.63017539021743,2017-12-28 00:00:00
-100.0,2018-01-03 00:00:00
297.0,2018-01-16 00:00:00
-101.97,2018-01-16 16:00:00
302.8509,2018-01-30 00:00:00
311.936427,2018-02-05 00:00:00
-107.09817327,2018-02-07 08:00:00
318.08157461190007,2018-02-08 00:00:00
-109.20800728341901,2018-02-20 00:00:00
324.3477816317544,2018-02-21 00:00:00
-111.35940502690235,2018-02-23 08:00:00
-110.24581097663335,2018-02-26 08:00:00
327.430058600601,2018-02-27 00:00:00
-112.417653452873,2018-03-07 00:00:00
333.8804307550329,2018-03-08 04:00:00
-114.63228122589462,2018-03-13 00:00:00
-113.48595841363566,2018-03-14 04:00:00
-112.35109882949929,2018-03-15 20:00:00
-111.22758784120428,2018-03-19 00:00:00
330.3459358883768,2018-03-22 00:00:00
-113.41877132167603,2018-03-23 08:00:00
-112.28458360845927,2018-04-05 08:00:00
333.485213317124,2018-04-13 00:00:00
343.48976971663774,2018-04-16 00:00:00
-117.9314876027123,2018-04-19 16:00:00
350.25651818005554,2018-04-27 00:00:00
360.7642137254572,2018-04-30 00:00:00
-123.86238004574032,2018-05-02 00:00:00
-122.62375624528289,2018-05-15 20:00:00
364.1925560484902,2018-05-28 00:00:00
-125.03944424331497,2018-06-01 00:00:00
-123.78904980088184,2018-06-15 20:00:00
367.65347790861904,2018-06-19 00:00:00
-126.2276940819592,2018-06-29 00:00:00
374.89625142341885,2018-07-02 00:00:00
386.1431389661214,2018-07-06 00:00:00
-132.575811045035,2018-07-13 00:00:00
-131.25005293458466,2018-07-23 16:00:00
-129.93755240523882,2018-07-27 00:00:00
-128.6381768811864,2018-08-06 20:00:00
382.05538533712365,2018-08-13 00:00:00
-131.17234896574578,2018-08-16 08:00:00
-129.86062547608833,2018-08-23 00:00:00
-128.56201922132746,2018-09-05 20:00:00
381.8291970873425,2018-09-13 00:00:00
393.28407299996275,2018-09-18 00:00:00
-135.02753172998723,2018-09-20 20:00:00
-133.67725641268734,2018-09-25 00:00:00
-132.34048384856047,2018-09-25 20:00:00
-131.01707901007487,2018-09-28 00:00:00
-129.7069082199741,2018-10-02 00:00:00
385.22951741332315,2018-10-04 12:00:00
396.78640293572283,2018-10-08 00:00:00
408.6899950237945,2018-10-18 00:00:00
-140.31689829150278,2018-10-22 00:00:00
416.7411879257633,2018-10-23 00:00:00
-143.0811411878454,2018-10-26 00:00:00
-141.65032977596692,2018-11-05 00:00:00
-140.23382647820728,2018-11-14 20:00:00
416.4944646402756,2018-11-20 00:00:00
428.9892985794839,2018-11-23 08:00:00
-147.2863258456228,2018-11-27 00:00:00
437.44038776149966,2018-11-30 08:00:00
-150.18786646478156,2018-12-03 08:00:00
-148.68598780013374,2018-12-06 00:00:00
-147.19912792213242,2018-12-06 16:00:00
437.18140992873333,2018-12-07 20:00:00
450.2968522265952,2018-12-20 16:00:00
-154.60191926446436,2018-12-27 16:00:00
-100.00000000000001,2019-01-03 00:00:00
-99.0,2019-01-04 00:00:00
245.02499999999893,2019-01-10 00:00:00
-100.46025,2019-01-11 00:00:00
-99.45564750000001,2019-01-21 08:00:00
246.15272756249996,2019-01-22 00:00:00
-100.92261830062499,2019-01-23 16:00:00
-99.91339211761874,2019-02-01 08:00:00
247.2856454911094,2019-02-07 00:00:00
253.46778662838412,2019-02-08 00:00:00
259.8044812940937,2019-02-11 00:00:00
266.29959332646087,2019-02-19 00:00:00
-109.18283326384302,2019-02-20 08:00:00
-108.0910049312046,2019-02-28 04:00:00
-107.01009488189254,2019-03-05 00:00:00
-105.93999393307362,2019-03-06 00:00:00
262.2014849843609,2019-03-08 00:00:00
-107.5026088435865,2019-03-12 16:00:00
266.0689568878766,2019-03-25 00:00:00
272.72068081007353,2019-03-28 00:00:00
