Time	Open	High	Low	Close	Volume	Spread
2012-07-01 20:00:00	79.854	79.974	79.813	79.839	7727	15
2012-07-02 00:00:00	79.841	79.859	79.728	79.78	12144	9
2012-07-02 04:00:00	79.778	79.779	79.499	79.633	15819	8
2012-07-02 08:00:00	79.633	79.777	79.448	79.759	20996	7
2012-07-02 12:00:00	79.761	79.834	79.31	79.414	24507	7
2012-07-02 16:00:00	79.416	79.527	79.402	79.525	7834	7
2012-07-02 20:00:00	79.524	79.531	79.41	79.452	7435	7
2012-07-03 00:00:00	79.452	79.814	79.437	79.751	16539	8
2012-07-03 04:00:00	79.751	79.852	79.671	79.792	18170	8
2012-07-03 08:00:00	79.793	79.841	79.762	79.774	12395	6
2012-07-03 12:00:00	79.774	79.928	79.717	79.775	17998	7
2012-07-03 16:00:00	79.778	79.895	79.761	79.819	8911	7
2012-07-03 20:00:00	79.82	79.865	79.75	79.85	5166	8
2012-07-04 00:00:00	79.852	79.887	79.591	79.792	16120	8
2012-07-04 04:00:00	79.791	79.791	79.694	79.775	11520	8
2012-07-04 08:00:00	79.775	79.861	79.76	79.833	9947	6
2012-07-04 12:00:00	79.833	79.849	79.762	79.802	9334	6
2012-07-04 16:00:00	79.801	79.844	79.784	79.829	3442	9
2012-07-04 20:00:00	79.829	79.965	79.811	79.947	6050	13
2012-07-05 00:00:00	79.947	80.09	79.781	79.829	17380	8
2012-07-05 04:00:00	79.827	79.861	79.558	79.659	17208	7
2012-07-05 08:00:00	79.659	79.741	79.594	79.647	16077	7
2012-07-05 12:00:00	79.649	80.092	79.641	79.951	30807	6
2012-07-05 16:00:00	79.951	79.958	79.848	79.878	9610	6
2012-07-05 20:00:00	79.878	79.944	79.852	79.865	6392	7
2012-07-06 00:00:00	79.865	80.02	79.861	79.948	12857	8
2012-07-06 04:00:00	79.947	79.959	79.791	79.875	14639	9
2012-07-06 08:00:00	79.875	79.926	79.823	79.863	12123	7
2012-07-06 12:00:00	79.864	79.929	79.495	79.606	30343	7
2012-07-06 16:00:00	79.606	79.712	79.574	79.618	12404	8
2012-07-06 20:00:00	79.618	79.68	79.596	79.632	2159	7
2012-07-08 20:00:00	79.605	79.725	79.423	79.496	7968	29
2012-07-09 00:00:00	79.495	79.711	79.474	79.641	11803	9
2012-07-09 04:00:00	79.641	79.768	79.604	79.68	10947	8
2012-07-09 08:00:00	79.68	79.693	79.513	79.545	9920	7
2012-07-09 12:00:00	79.547	79.706	79.506	79.66	13328	6
2012-07-09 16:00:00	79.658	79.681	79.57	79.574	8112	7
2012-07-09 20:00:00	79.577	79.594	79.543	79.564	6407	8
2012-07-10 00:00:00	79.563	79.573	79.469	79.491	13284	8
2012-07-10 04:00:00	79.491	79.526	79.234	79.247	16645	7
2012-07-10 08:00:00	79.247	79.497	79.21	79.44	15006	8
2012-07-10 12:00:00	79.441	79.494	79.333	79.437	16702	6
2012-07-10 16:00:00	79.437	79.495	79.36	79.403	8450	7
2012-07-10 20:00:00	79.404	79.435	79.343	79.353	5530	8
2012-07-11 00:00:00	79.352	79.389	79.238	79.322	12543	8
2012-07-11 04:00:00	79.321	79.367	79.266	79.31	10602	7
2012-07-11 08:00:00	79.31	79.329	79.2	79.209	10687	6
2012-07-11 12:00:00	79.209	79.758	79.13	79.7	28602	7
2012-07-11 16:00:00	79.701	79.722	79.553	79.672	13108	8
2012-07-11 20:00:00	79.672	79.789	79.603	79.604	7802	8
2012-07-12 00:00:00	79.604	79.944	79.477	79.74	18659	8
2012-07-12 04:00:00	79.74	79.767	79.238	79.279	24316	7
2012-07-12 08:00:00	79.279	79.373	79.261	79.349	14554	7
2012-07-12 12:00:00	79.35	79.386	79.176	79.293	20128	8
2012-07-12 16:00:00	79.292	79.351	79.248	79.302	10150	8
2012-07-12 20:00:00	79.301	79.33	79.242	79.322	6254	8
2012-07-13 00:00:00	79.32	79.391	79.283	79.32	14175	8
2012-07-13 04:00:00	79.32	79.323	79.209	79.29	11984	8
2012-07-13 08:00:00	79.291	79.326	79.211	79.25	11074	8
2012-07-13 12:00:00	79.251	79.319	79.07	79.203	18463	7
2012-07-13 16:00:00	79.204	79.281	79.141	79.251	8319	7
2012-07-13 20:00:00	79.252	79.252	79.141	79.159	1707	11
2012-07-15 20:00:00	79.272	79.282	79.116	79.179	4545	14
2012-07-16 00:00:00	79.18	79.199	79.058	79.085	6731	8
2012-07-16 04:00:00	79.087	79.127	78.962	79.019	8500	8
2012-07-16 08:00:00	79.019	79.09	78.911	79.006	10863	7
2012-07-16 12:00:00	79.006	79.06	78.685	78.799	21473	7
2012-07-16 16:00:00	78.801	78.847	78.772	78.841	8269	6
2012-07-16 20:00:00	78.841	78.878	78.791	78.836	5502	7
2012-07-17 00:00:00	78.836	78.99	78.815	78.9	14833	7
2012-07-17 04:00:00	78.9	79.054	78.883	79.026	11266	7
2012-07-17 08:00:00	79.026	79.103	78.969	79.087	12104	7
2012-07-17 12:00:00	79.087	79.171	78.946	79.04	22582	7
2012-07-17 16:00:00	79.04	79.136	79.008	79.099	12339	7
2012-07-17 20:00:00	79.097	79.152	78.999	79.08	6383	8
2012-07-18 00:00:00	79.078	79.121	79.013	79.04	12887	8
2012-07-18 04:00:00	79.04	79.074	78.94	79.042	13611	8
2012-07-18 08:00:00	79.042	79.077	78.948	78.977	11791	6
2012-07-18 12:00:00	78.977	79.111	78.774	78.794	17911	7
2012-07-18 16:00:00	78.795	78.842	78.756	78.794	7842	6
2012-07-18 20:00:00	78.793	78.821	78.75	78.797	5928	8
2012-07-19 00:00:00	78.796	78.797	78.471	78.572	15648	7
2012-07-19 04:00:00	78.573	78.644	78.52	78.598	12395	8
2012-07-19 08:00:00	78.597	78.672	78.503	78.523	13079	8
2012-07-19 12:00:00	78.523	78.687	78.427	78.603	18384	7
2012-07-19 16:00:00	78.602	78.614	78.568	78.591	8069	6
2012-07-19 20:00:00	78.591	78.777	78.562	78.743	8605	8
2012-07-20 00:00:00	78.743	78.8	78.565	78.604	14313	7
2012-07-20 04:00:00	78.604	78.634	78.534	78.594	10368	7
2012-07-20 08:00:00	78.595	78.611	78.505	78.567	11954	6
2012-07-20 12:00:00	78.567	78.618	78.464	78.496	16930	6
2012-07-20 16:00:00	78.494	78.519	78.45	78.472	8089	6
2012-07-20 20:00:00	78.471	78.521	78.446	78.453	2301	9
2012-07-22 20:00:00	78.432	78.527	78.374	78.469	6264	46
2012-07-23 00:00:00	78.469	78.47	78.143	78.163	16559	7
2012-07-23 04:00:00	78.164	78.211	77.935	78.012	15792	7
2012-07-23 08:00:00	78.012	78.27	78.012	78.223	12766	7
2012-07-23 12:00:00	78.224	78.46	78.18	78.385	18426	6
2012-07-23 16:00:00	78.385	78.455	78.364	78.389	9533	6
2012-07-23 20:00:00	78.387	78.403	78.268	78.29	6495	7
2012-07-24 00:00:00	78.288	78.343	78.203	78.26	12665	7
2012-07-24 04:00:00	78.258	78.335	78.097	78.138	13519	7
2012-07-24 08:00:00	78.138	78.241	78.11	78.207	11766	8
2012-07-24 12:00:00	78.204	78.297	78.157	78.192	15162	8
2012-07-24 16:00:00	78.194	78.206	78.116	78.186	9146	6
2012-07-24 20:00:00	78.186	78.202	78.076	78.118	7251	8
2012-07-25 00:00:00	78.118	78.209	78.068	78.193	12351	8
2012-07-25 04:00:00	78.193	78.233	78.106	78.2	13740	8
2012-07-25 08:00:00	78.201	78.264	78.159	78.249	14258	7
2012-07-25 12:00:00	78.248	78.276	78.171	78.211	16855	7
2012-07-25 16:00:00	78.211	78.24	78.109	78.17	7735	8
2012-07-25 20:00:00	78.169	78.208	78.074	78.108	5443	9
2012-07-26 00:00:00	78.105	78.155	78.047	78.109	10504	9
2012-07-26 04:00:00	78.109	78.23	78.083	78.157	12032	9
2012-07-26 08:00:00	78.159	78.267	78.084	78.114	19492	8
2012-07-26 12:00:00	78.115	78.279	77.987	78.235	20230	8
2012-07-26 16:00:00	78.235	78.312	78.181	78.201	7929	8
2012-07-26 20:00:00	78.199	78.35	78.158	78.318	7175	8
2012-07-27 00:00:00	78.317	78.317	78.182	78.227	12075	8
2012-07-27 04:00:00	78.227	78.38	78.204	78.26	12749	9
2012-07-27 08:00:00	78.26	78.28	78.074	78.161	14479	8
2012-07-27 12:00:00	78.161	78.643	78.12	78.551	26407	7
2012-07-27 16:00:00	78.551	78.675	78.442	78.498	12744	7
2012-07-27 20:00:00	78.499	78.554	78.415	78.431	2519	9
2012-07-29 20:00:00	78.446	78.539	78.424	78.5	4957	12
2012-07-30 00:00:00	78.501	78.529	78.353	78.394	11786	8
2012-07-30 04:00:00	78.395	78.418	78.258	78.264	10533	8
2012-07-30 08:00:00	78.266	78.289	78.12	78.182	14532	7
2012-07-30 12:00:00	78.183	78.31	78.118	78.202	21121	8
2012-07-30 16:00:00	78.202	78.24	78.141	78.191	6150	9
2012-07-30 20:00:00	78.191	78.192	78.11	78.127	5305	9
2012-07-31 00:00:00	78.127	78.233	78.1	78.172	12358	9
2012-07-31 04:00:00	78.172	78.282	78.151	78.273	11517	7
2012-07-31 08:00:00	78.274	78.303	78.138	78.166	12630	7
2012-07-31 12:00:00	78.166	78.275	78.039	78.101	17000	7
2012-07-31 16:00:00	78.102	78.188	78.094	78.123	7892	7
2012-07-31 20:00:00	78.123	78.14	78.083	78.127	5894	9
2012-08-01 00:00:00	78.127	78.17	77.905	78	12938	9
2012-08-01 04:00:00	78.012	78.211	77.992	78.181	14521	9
2012-08-01 08:00:00	78.181	78.192	78.111	78.159	10020	8
2012-08-01 12:00:00	78.16	78.254	78.122	78.196	13197	7
2012-08-01 16:00:00	78.194	78.499	78.054	78.48	14200	7
2012-08-01 20:00:00	78.481	78.483	78.37	78.381	5554	7
2012-08-02 00:00:00	78.382	78.537	78.363	78.445	12384	8
2012-08-02 04:00:00	78.443	78.48	78.402	78.469	7644	9
2012-08-02 08:00:00	78.469	78.483	78.178	78.224	14560	6
2012-08-02 12:00:00	78.224	78.312	78.124	78.226	29059	7
2012-08-02 16:00:00	78.228	78.27	78.175	78.208	7074	7
2012-08-02 20:00:00	78.208	78.271	78.181	78.225	4635	9
2012-08-03 00:00:00	78.224	78.23	78.07	78.196	10545	8
2012-08-03 04:00:00	78.196	78.284	78.17	78.252	8770	6
2012-08-03 08:00:00	78.254	78.313	78.189	78.264	14182	7
2012-08-03 12:00:00	78.264	78.773	78.23	78.595	32676	6
2012-08-03 16:00:00	78.596	78.629	78.535	78.566	8464	7
2012-08-03 20:00:00	78.564	78.61	78.43	78.452	2113	8
2012-08-05 20:00:00	78.59	78.639	78.492	78.612	6063	30
2012-08-06 00:00:00	78.611	78.613	78.339	78.45	14505	8
2012-08-06 04:00:00	78.452	78.466	78.341	78.353	9427	7
2012-08-06 08:00:00	78.352	78.449	78.281	78.343	11875	6
2012-08-06 12:00:00	78.34	78.353	78.157	78.173	14420	7
2012-08-06 16:00:00	78.173	78.243	78.142	78.203	7964	7
2012-08-06 20:00:00	78.207	78.267	78.188	78.21	4498	8
2012-08-07 00:00:00	78.21	78.301	78.157	78.268	9874	7
2012-08-07 04:00:00	78.269	78.373	78.238	78.359	11013	8
2012-08-07 08:00:00	78.357	78.47	78.236	78.455	14270	6
2012-08-07 12:00:00	78.456	78.729	78.448	78.705	19087	6
2012-08-07 16:00:00	78.705	78.735	78.6	78.627	7727	6
2012-08-07 20:00:00	78.627	78.657	78.578	78.607	5646	8
2012-08-08 00:00:00	78.609	78.633	78.499	78.51	13165	8
2012-08-08 04:00:00	78.511	78.59	78.338	78.354	15467	6
2012-08-08 08:00:00	78.357	78.439	78.234	78.434	13529	7
2012-08-08 12:00:00	78.434	78.495	78.312	78.438	15589	6
2012-08-08 16:00:00	78.437	78.518	78.426	78.453	8262	6
2012-08-08 20:00:00	78.454	78.486	78.391	78.413	5799	7
2012-08-09 00:00:00	78.414	78.564	78.29	78.376	16621	7
2012-08-09 04:00:00	78.374	78.534	78.352	78.525	14534	7
2012-08-09 08:00:00	78.525	78.534	78.289	78.433	14111	6
2012-08-09 12:00:00	78.433	78.789	78.42	78.643	21420	6
2012-08-09 16:00:00	78.645	78.715	78.522	78.596	7826	6
2012-08-09 20:00:00	78.596	78.633	78.522	78.589	6451	7
2012-08-10 00:00:00	78.587	78.641	78.496	78.599	13736	7
2012-08-10 04:00:00	78.599	78.62	78.398	78.459	14629	8
2012-08-10 08:00:00	78.459	78.51	78.365	78.365	9629	6
2012-08-10 12:00:00	78.364	78.405	78.159	78.242	17945	7
2012-08-10 16:00:00	78.242	78.273	78.195	78.263	4772	6
2012-08-10 20:00:00	78.263	78.292	78.236	78.266	1781	8
2012-08-12 20:00:00	78.201	78.295	78.196	78.255	3206	8
2012-08-13 00:00:00	78.254	78.351	78.196	78.301	10975	8
2012-08-13 04:00:00	78.301	78.332	78.215	78.237	8566	8
2012-08-13 08:00:00	78.237	78.332	78.162	78.302	12023	6
2012-08-13 12:00:00	78.305	78.37	78.275	78.344	11096	6
2012-08-13 16:00:00	78.343	78.373	78.28	78.344	5227	7
2012-08-13 20:00:00	78.345	78.359	78.28	78.339	4076	7
2012-08-14 00:00:00	78.337	78.461	78.321	78.414	10308	7
2012-08-14 04:00:00	78.413	78.599	78.389	78.562	14890	7
2012-08-14 08:00:00	78.563	78.636	78.507	78.631	8424	6
2012-08-14 12:00:00	78.631	78.933	78.617	78.815	21024	7
2012-08-14 16:00:00	78.814	78.815	78.684	78.728	7727	7
2012-08-14 20:00:00	78.727	78.838	78.699	78.831	6320	7
2012-08-15 00:00:00	78.828	78.894	78.75	78.761	9590	8
2012-08-15 04:00:00	78.76	78.988	78.745	78.942	12182	8
2012-08-15 08:00:00	78.938	78.988	78.902	78.948	10421	6
2012-08-15 12:00:00	78.945	79.049	78.592	78.887	21803	6
2012-08-15 16:00:00	78.887	78.955	78.866	78.871	6581	6
2012-08-15 20:00:00	78.871	79.027	78.85	79.004	6812	7
2012-08-16 00:00:00	79.005	79.273	78.994	79.239	15784	7
2012-08-16 04:00:00	79.237	79.361	79.179	79.223	16504	8
2012-08-16 08:00:00	79.223	79.282	79.129	79.272	10227	7
2012-08-16 12:00:00	79.274	79.404	79.091	79.247	20278	6
2012-08-16 16:00:00	79.247	79.376	79.215	79.304	8605	7
2012-08-16 20:00:00	79.302	79.382	79.254	79.263	5555	7
2012-08-17 00:00:00	79.263	79.4	79.23	79.356	12407	8
2012-08-17 04:00:00	79.356	79.44	79.303	79.372	13623	8
2012-08-17 08:00:00	79.372	79.495	79.358	79.391	11593	7
2012-08-17 12:00:00	79.392	79.573	79.369	79.505	15356	6
2012-08-17 16:00:00	79.503	79.562	79.471	79.546	5632	7
2012-08-17 20:00:00	79.547	79.558	79.533	79.545	1464	9
2012-08-19 20:00:00	79.545	79.57	79.42	79.524	5172	28
2012-08-20 00:00:00	79.524	79.657	79.517	79.542	11952	7
2012-08-20 04:00:00	79.542	79.558	79.416	79.5	11269	8
2012-08-20 08:00:00	79.5	79.564	79.469	79.514	12514	8
2012-08-20 12:00:00	79.514	79.546	79.318	79.409	12472	7
2012-08-20 16:00:00	79.409	79.425	79.351	79.391	4915	7
2012-08-20 20:00:00	79.391	79.495	79.325	79.344	6424	7
2012-08-21 00:00:00	79.342	79.41	79.324	79.354	10364	8
2012-08-21 04:00:00	79.353	79.434	79.249	79.392	13418	7
2012-08-21 08:00:00	79.391	79.5	79.367	79.483	12904	7
2012-08-21 12:00:00	79.483	79.524	79.297	79.426	17197	7
2012-08-21 16:00:00	79.424	79.437	79.216	79.235	10385	8
2012-08-21 20:00:00	79.235	79.307	79.194	79.249	5971	11
2012-08-22 00:00:00	79.25	79.302	79.16	79.302	10795	9
2012-08-22 04:00:00	79.302	79.341	79.24	79.297	10435	10
2012-08-22 08:00:00	79.298	79.373	79.214	79.247	11315	10
2012-08-22 12:00:00	79.247	79.265	79.152	79.193	17458	6
2012-08-22 16:00:00	79.194	79.198	78.283	78.533	23501	6
2012-08-22 20:00:00	78.533	78.632	78.52	78.543	7808	9
2012-08-23 00:00:00	78.543	78.575	78.469	78.524	11520	8
2012-08-23 04:00:00	78.524	78.63	78.469	78.597	13477	7
2012-08-23 08:00:00	78.594	78.694	78.506	78.634	14087	6
2012-08-23 12:00:00	78.634	78.663	78.359	78.471	19982	7
2012-08-23 16:00:00	78.47	78.501	78.441	78.447	7789	6
2012-08-23 20:00:00	78.445	78.601	78.441	78.587	6855	7
2012-08-24 00:00:00	78.588	78.671	78.496	78.603	12049	8
2012-08-24 04:00:00	78.605	78.714	78.541	78.682	11307	7
2012-08-24 08:00:00	78.682	78.702	78.462	78.502	13396	7
2012-08-24 12:00:00	78.503	78.677	78.454	78.647	15549	8
2012-08-24 16:00:00	78.647	78.721	78.614	78.695	6629	7
2012-08-24 20:00:00	78.694	78.697	78.633	78.655	1865	9
2012-08-26 20:00:00	78.694	78.779	78.61	78.747	4827	30
2012-08-27 00:00:00	78.749	78.839	78.705	78.737	11073	8
2012-08-27 04:00:00	78.74	78.77	78.658	78.658	5929	7
2012-08-27 08:00:00	78.658	78.723	78.65	78.723	5081	9
2012-08-27 12:00:00	78.721	78.779	78.651	78.673	7872	8
2012-08-27 16:00:00	78.673	78.77	78.67	78.759	4708	8
2012-08-27 20:00:00	78.759	78.77	78.704	78.758	3789	8
2012-08-28 00:00:00	78.757	78.767	78.509	78.523	13604	8
2012-08-28 04:00:00	78.523	78.593	78.489	78.582	12286	7
2012-08-28 08:00:00	78.582	78.7	78.537	78.61	14505	7
2012-08-28 12:00:00	78.607	78.607	78.455	78.501	13258	7
2012-08-28 16:00:00	78.504	78.541	78.457	78.516	4790	7
2012-08-28 20:00:00	78.513	78.6	78.486	78.57	6702	8
2012-08-29 00:00:00	78.57	78.629	78.565	78.603	9116	8
2012-08-29 04:00:00	78.603	78.607	78.488	78.491	8750	6
2012-08-29 08:00:00	78.491	78.641	78.481	78.624	11380	6
2012-08-29 12:00:00	78.627	78.787	78.585	78.723	14934	6
2012-08-29 16:00:00	78.724	78.755	78.663	78.688	6541	7
2012-08-29 20:00:00	78.685	78.745	78.661	78.728	4728	7
2012-08-30 00:00:00	78.727	78.731	78.591	78.619	9221	8
2012-08-30 04:00:00	78.619	78.661	78.594	78.642	9344	7
2012-08-30 08:00:00	78.642	78.651	78.581	78.632	9221	6
2012-08-30 12:00:00	78.632	78.64	78.495	78.551	15057	7
2012-08-30 16:00:00	78.551	78.644	78.541	78.643	6850	7
2012-08-30 20:00:00	78.644	78.658	78.519	78.536	5265	6
2012-08-31 00:00:00	78.536	78.605	78.429	78.459	11711	6
2012-08-31 04:00:00	78.458	78.467	78.39	78.461	11702	7
2012-08-31 08:00:00	78.462	78.609	78.462	78.539	13994	6
2012-08-31 12:00:00	78.539	78.543	78.188	78.302	24090	7
2012-08-31 16:00:00	78.303	78.366	78.241	78.285	8970	7
2012-08-31 20:00:00	78.285	78.381	78.239	78.379	2204	8
2012-09-02 20:00:00	78.335	78.348	78.272	78.301	3166	23
2012-09-03 00:00:00	78.301	78.307	78.191	78.269	11178	7
2012-09-03 04:00:00	78.269	78.4	78.243	78.349	8949	8
2012-09-03 08:00:00	78.349	78.379	78.273	78.311	8103	6
2012-09-03 12:00:00	78.308	78.36	78.251	78.295	8261	8
2012-09-03 16:00:00	78.295	78.303	78.234	78.268	4415	7
2012-09-03 20:00:00	78.268	78.357	78.241	78.338	4288	10
2012-09-04 00:00:00	78.338	78.429	78.308	78.34	12059	8
2012-09-04 04:00:00	78.34	78.462	78.34	78.431	11356	7
2012-09-04 08:00:00	78.431	78.467	78.372	78.402	10346	7
2012-09-04 12:00:00	78.402	78.445	78.285	78.35	19222	6
2012-09-04 16:00:00	78.35	78.448	78.348	78.422	6524	7
2012-09-04 20:00:00	78.424	78.481	78.396	78.477	6036	7
2012-09-05 00:00:00	78.477	78.533	78.401	78.44	10800	8
2012-09-05 04:00:00	78.44	78.441	78.36	78.377	10369	8
2012-09-05 08:00:00	78.377	78.464	78.343	78.365	11994	7
2012-09-05 12:00:00	78.365	78.462	78.3	78.344	18229	6
2012-09-05 16:00:00	78.344	78.409	78.34	78.383	5427	6
2012-09-05 20:00:00	78.383	78.461	78.347	78.421	5030	7
2012-09-06 00:00:00	78.422	78.47	78.373	78.39	8297	7
2012-09-06 04:00:00	78.39	78.441	78.37	78.431	10200	7
2012-09-06 08:00:00	78.428	78.494	78.408	78.465	12154	6
2012-09-06 12:00:00	78.465	79.033	78.461	78.954	33537	7
2012-09-06 16:00:00	78.954	78.982	78.851	78.895	9358	6
2012-09-06 20:00:00	78.894	78.945	78.83	78.889	6460	7
2012-09-07 00:00:00	78.889	78.952	78.862	78.926	11074	8
2012-09-07 04:00:00	78.927	78.998	78.893	78.926	13215	9
2012-09-07 08:00:00	78.925	79.021	78.871	78.901	15667	7
2012-09-07 12:00:00	78.901	78.914	78.013	78.136	33159	7
2012-09-07 16:00:00	78.137	78.295	78.123	78.269	9815	7
2012-09-07 20:00:00	78.269	78.275	78.15	78.224	2926	9
2012-09-09 20:00:00	78.232	78.283	78.194	78.231	3539	8
2012-09-10 00:00:00	78.233	78.263	78.181	78.222	11359	7
2012-09-10 04:00:00	78.222	78.302	78.192	78.28	9550	7
2012-09-10 08:00:00	78.28	78.328	78.233	78.263	10606	7
2012-09-10 12:00:00	78.263	78.307	78.225	78.244	12743	7
2012-09-10 16:00:00	78.243	78.297	78.214	78.253	6978	7
2012-09-10 20:00:00	78.25	78.291	78.221	78.235	4270	8
2012-09-11 00:00:00	78.234	78.249	78.163	78.202	9454	7
2012-09-11 04:00:00	78.202	78.234	78.17	78.213	10947	7
2012-09-11 08:00:00	78.211	78.224	77.939	77.969	17578	7
2012-09-11 12:00:00	77.972	78.008	77.732	77.777	22051	7
2012-09-11 16:00:00	77.779	77.809	77.7	77.734	10411	8
2012-09-11 20:00:00	77.736	77.806	77.721	77.763	6611	7
2012-09-12 00:00:00	77.761	77.963	77.745	77.847	14536	7
2012-09-12 04:00:00	77.852	77.92	77.8	77.842	12867	7
2012-09-12 08:00:00	77.842	77.936	77.74	77.867	31154	8
2012-09-12 12:00:00	77.867	77.962	77.823	77.867	15987	6
2012-09-12 16:00:00	77.867	77.924	77.832	77.848	9006	7
2012-09-12 20:00:00	77.848	77.879	77.797	77.823	6235	7
2012-09-13 00:00:00	77.821	77.822	77.705	77.762	10019	7
2012-09-13 04:00:00	77.761	77.763	77.65	77.652	13562	8
2012-09-13 08:00:00	77.652	77.72	77.58	77.679	11750	7
2012-09-13 12:00:00	77.679	77.686	77.365	77.411	19271	6
2012-09-13 16:00:00	77.411	77.739	77.16	77.529	28045	6
2012-09-13 20:00:00	77.529	77.662	77.453	77.651	8888	9
2012-09-14 00:00:00	77.65	77.652	77.515	77.628	15734	8
2012-09-14 04:00:00	77.627	77.668	77.551	77.653	13151	7
2012-09-14 08:00:00	77.653	78.232	77.652	78.021	27632	7
2012-09-14 12:00:00	78.021	78.328	78.012	78.221	31863	7
2012-09-14 16:00:00	78.221	78.389	78.208	78.383	13882	6
2012-09-14 20:00:00	78.381	78.39	78.357	78.38	2693	7
2012-09-16 20:00:00	78.33	78.473	78.31	78.337	5427	16
2012-09-17 00:00:00	78.339	78.357	78.164	78.219	8918	10
2012-09-17 04:00:00	78.22	78.37	78.214	78.347	11240	7
2012-09-17 08:00:00	78.346	78.462	78.343	78.402	10323	6
2012-09-17 12:00:00	78.403	78.924	78.331	78.682	28893	7
2012-09-17 16:00:00	78.682	78.793	78.679	78.743	8378	7
2012-09-17 20:00:00	78.749	78.75	78.662	78.672	6678	8
2012-09-18 00:00:00	78.677	78.68	78.485	78.58	15250	7
2012-09-18 04:00:00	78.58	78.764	78.569	78.727	14964	7
2012-09-18 08:00:00	78.728	78.731	78.534	78.634	14903	7
2012-09-18 12:00:00	78.634	78.655	78.54	78.6	18540	7
2012-09-18 16:00:00	78.6	78.873	78.53	78.827	12712	6
2012-09-18 20:00:00	78.829	78.833	78.734	78.764	7239	7
2012-09-19 00:00:00	78.766	79.014	78.561	78.921	21767	8
2012-09-19 04:00:00	78.922	79.215	78.915	79.051	32263	8
2012-09-19 08:00:00	79.049	79.076	78.77	78.77	18305	6
2012-09-19 12:00:00	78.77	78.796	78.256	78.407	34639	7
2012-09-19 16:00:00	78.407	78.435	78.304	78.361	9059	7
2012-09-19 20:00:00	78.362	78.411	78.311	78.391	7460	7
2012-09-20 00:00:00	78.392	78.457	78.277	78.293	15404	9
2012-09-20 04:00:00	78.291	78.33	78.04	78.208	23039	7
2012-09-20 08:00:00	78.207	78.263	78.076	78.207	16163	7
2012-09-20 12:00:00	78.205	78.32	78.018	78.312	24377	6
2012-09-20 16:00:00	78.312	78.354	78.246	78.253	9604	6
2012-09-20 20:00:00	78.253	78.277	78.184	78.209	4945	7
2012-09-21 00:00:00	78.21	78.367	78.203	78.24	14855	8
2012-09-21 04:00:00	78.239	78.249	78.12	78.204	14376	7
2012-09-21 08:00:00	78.204	78.262	78.131	78.184	16891	7
2012-09-21 12:00:00	78.188	78.283	78.145	78.171	18282	7
2012-09-21 16:00:00	78.171	78.19	78.077	78.124	6050	7
2012-09-21 20:00:00	78.122	78.175	78.105	78.156	1659	8
2012-09-23 20:00:00	78.136	78.185	78.083	78.124	3583	35
2012-09-24 00:00:00	78.125	78.149	78.008	78.119	12457	8
2012-09-24 04:00:00	78.116	78.124	78.03	78.073	10089	7
2012-09-24 08:00:00	78.072	78.073	77.952	78.022	9862	7
2012-09-24 12:00:00	78.024	78.044	77.81	77.902	12494	7
2012-09-24 16:00:00	77.903	77.918	77.804	77.844	5605	7
2012-09-24 20:00:00	77.845	77.886	77.793	77.871	5841	7
2012-09-25 00:00:00	77.874	77.908	77.819	77.854	8058	7
2012-09-25 04:00:00	77.854	77.854	77.732	77.765	12200	6
2012-09-25 08:00:00	77.765	77.835	77.657	77.795	11900	6
2012-09-25 12:00:00	77.793	77.928	77.7	77.909	16868	7
2012-09-25 16:00:00	77.907	77.922	77.72	77.798	7889	6
2012-09-25 20:00:00	77.798	77.814	77.732	77.741	5765	7
2012-09-26 00:00:00	77.739	77.811	77.703	77.736	9238	7
2012-09-26 04:00:00	77.735	77.784	77.685	77.697	12237	7
2012-09-26 08:00:00	77.694	77.74	77.588	77.69	13828	6
2012-09-26 12:00:00	77.693	77.902	77.688	77.781	14926	8
2012-09-26 16:00:00	77.778	77.798	77.7	77.714	6605	7
2012-09-26 20:00:00	77.714	77.754	77.66	77.689	4709	9
2012-09-27 00:00:00	77.688	77.709	77.622	77.657	10586	7
2012-09-27 04:00:00	77.659	77.754	77.636	77.697	11195	7
2012-09-27 08:00:00	77.698	77.719	77.649	77.683	6644	8
2012-09-27 12:00:00	77.683	77.7	77.579	77.623	13425	7
2012-09-27 16:00:00	77.622	77.686	77.582	77.609	8194	8
2012-09-27 20:00:00	77.611	77.637	77.549	77.615	5121	8
2012-09-28 00:00:00	77.617	77.624	77.501	77.546	12177	7
2012-09-28 04:00:00	77.547	77.575	77.434	77.571	14835	8
2012-09-28 08:00:00	77.571	77.69	77.56	77.616	13027	7
2012-09-28 12:00:00	77.616	77.964	77.599	77.918	23623	6
2012-09-28 16:00:00	77.919	78.105	77.892	78.018	13125	7
2012-09-28 20:00:00	78.015	78.047	77.858	77.921	4271	10
2012-09-30 20:00:00	77.97	77.994	77.905	77.958	4580	12
2012-10-01 00:00:00	77.959	78.031	77.87	77.875	9918	7
2012-10-01 04:00:00	77.877	78.003	77.789	77.919	11197	8
2012-10-01 08:00:00	77.921	78.032	77.9	77.967	12840	6
2012-10-01 12:00:00	77.967	78.148	77.899	78	21656	7
2012-10-01 16:00:00	78.001	78.058	77.953	78.013	7038	7
2012-10-01 20:00:00	78.013	78.063	77.952	78.044	4859	7
2012-10-02 00:00:00	78.044	78.154	78.005	78.121	9621	8
